Código,Fecha Depósito,Nombre entidad que deposita,Texto depositado,Pólizas/Cláusulas,Temas,Res. Autoriza,Res. Prohibición
POL111068,19/10/2011,ACE SEGUROS S.A.,PÓLIZA DE RESPONSABILIDAD CIVIL PARA CONTRATISTAS POR EVENTOS DE CONTAMINACIÓN O POLUCIÓN.,,"- MODELO PROHIBIDO
- Responsabilidad Civil
", - ,171 del 19/06/2014
POL111069,19/10/2011,ACE SEGUROS S.A.,POLIZA DE RESPONSABILIDAD CIVIL POR GASTOS DE REPARACIÓN Y DEFENSA LEGAL EN CASOS DE POLUCIÓN Y/O CONTAMINACIÓN CAUSADOS POR PREDIOS.,,"- MODELO PROHIBIDO
- Responsabilidad Civil
", - ,171 del 19/06/2014
POL211070,19/10/2011,EUROAMERICA SEGUROS DE VIDA S.A.,SEGURO DE DESGRAVAMEN INDIVIDUAL.,,"- Desgravamen
- MODELO PROHIBIDO
- Vida
", - ,171 del 19/06/2014
POL211072,19/10/2011,EUROAMERICA SEGUROS DE VIDA S.A.,SEGURO DE INVALIDEZ PERMANENTE,,"- Accidentes Personales
- MODELO PROHIBIDO
- Salud
", - ,171 del 19/06/2014
CAD211066,18/10/2011,CHILENA CONSOLIDADA SEGUROS VIDA S.A.,CLÁSULA DE EXONERACIÓN DE PAGO DE PRIMAS POR MATERNIDAD.,,"- MODELO PROHIBIDO
- Salud
", - ,171 del 19/06/2014
POL211065,14/10/2011,PENTA VIDA COMPAÑIA DE SEGUROS DE VIDA S.A.,SEGURO DE VIDA E INVERSION CON RENTABILIDAD VARIABLE,,"- MODELO PROHIBIDO
- Vida
- Vida Flexible
", - ,171 del 19/06/2014
POL211064,12/10/2011,COMPAÑIA DE SEGUROS DE VIDA CRUZ DEL SUR S.A.,POLIZA DE SEGURO DE RENTA FLEXIBLE NO PREVISIONAL,,"- MODELO PROHIBIDO
- Vida
", - ,171 del 19/06/2014
POL111063,26/09/2011,COMPAÑIA DE SEGUROS GENERALES CARDIF S.A.,SEGURO DE PROTECCION FINANCIERA PARA PROPIETARIOS DE VEHICULOS,,"- MODELO PROHIBIDO
- Varios Seg. Generales
", - ,171 del 19/06/2014
POL311062,21/09/2011,COMPAÑIA DE SEGUROS DE VIDA CRUZ DEL SUR S.A.,POLIZA DE SEGURO DE CELULAS MADRE,,"- MODELO PROHIBIDO
- Salud
", - ,171 del 19/06/2014
CAD311061,15/09/2011,COMPAÑIA DE SEGUROS DE VIDA CRUZ DEL SUR S.A.,"CLAUSULA ADICIONAL DE BENEFICIO DIARIO POR HOSPITALIZACION POR ENFERMEDAD O ACCIDENTE, ADICIONAL A: SEGURO  DE  ACCIDENTES  PERSONALES, COD. POL 3 10 096; POLIZA DE SEGURO DE ACCIDENTES PERSONALES, COD. POL 3 11 049; POLIZA DE SEGURO DE ACCIDENTES PERSONALES, COD. POL 3 11 057.",,"- MODELO PROHIBIDO
- Salud
", - ,171 del 19/06/2014
CAD211060,12/09/2011,SEGUROS VIDA SECURITY  PREVISION S.A.,"CLAUSULA ADICIONAL DE DERECHO DE CONVERSION, ADICIONAL A: POLIZA DE  SEGURO COLECTIVO DE VIDA, COD. POL 2 11 002; POLIZA DE  SEGURO COLECTIVO DE VIDA, COD. POL 2 12 101.",,"- MODELO PROHIBIDO
- Vida
", - ,171 del 19/06/2014
CAD311059,12/09/2011,SEGUROS VIDA SECURITY PREVISION S.A,"CLAUSULA ADICIONAL DE DERECHO DE CONVERSION, ADICIONAL A: POLIZA DE SEGURO COLECTIVO  PARA GASTOS DE SALUD, COD. POL 3 04 072.",,"- MODELO PROHIBIDO
- Salud
", - ,171 del 19/06/2014
POL211058,09/09/2011,COMPAÑIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS S.A,SEGURO DE VIDA TEMPORAL CON PROTECCION FAMILIAR,,"- MODELO PROHIBIDO
- Vida
", - ,171 del 19/06/2014
POL311057,23/08/2011,CHILENA CONSOLIDADA SEGUROS DE VIDA S.A.,POLIZA DE SEGURO DE ACCIDENTES PERSONALES,,"- Accidentes Personales
- MODELO PROHIBIDO
", - ,171 del 19/06/2014
POL211055,18/08/2011,BICE VIDA COMPAÑIA DE SEGUROS S.A.,SEGURO INDIVIDUAL TEMPORAL DE VIDA CON DEVOLUCIÓN DE PRIMAS AL TÉRMINO DE LA COBERTURA.,,"- MODELO PROHIBIDO
- Vida
", - ,171 del 19/06/2014
POL211056,18/08/2011,BICE VIDA COMPAÑIA DE SEGUROS S.A.,SEGURO INDIVIDUAL TEMPORAL DE VIDA CON DEVOLUCIÓN DE PRIMAS DURANTE LA COBERTURA.,,"- MODELO PROHIBIDO
- Vida
", - ,171 del 19/06/2014
POL211054,17/08/2011,CHILENA CONSOLIDADA SEGUROS DE VIDA S.A.,SEGURO DE VIDA PROTECCION FAMILIAR.,,"- MODELO PROHIBIDO
- Vida
", - ,171 del 19/06/2014
POL111053,16/08/2011,BCI SEGUROS GENERALES S.A.,POLIZA DE SEGURO DE ASISTENCIA EN VIAJE,,"- Asistencia Generales
- MODELO PROHIBIDO
", - ,171 del 19/06/2014
POL211052,11/08/2011,EUROAMERICA SEGUROS VIDA S.A.,SEGURO DE VIDA INDIVIDUAL CON CUENTA UNICA DE INVERSION CON 57 BIS,,"- MODELO PROHIBIDO
- Vida
", - ,171 del 19/06/2014
POL211051,09/08/2011,EUROAMERICASEGUROS DE VIDA S.A.,SEGURO DE VIDA INDIVIDUAL CON CUENTA UNICA DE INVERSION,,"- MODELO PROHIBIDO
- Vida
", - ,171 del 19/06/2014
POL211050,28/07/2011,BICE VIDA COMPANIA DE SEGUROS S.A,SEGURO COLECTIVO TEMPORAL DE VIDA CON DEVOLUCION DE PRIMAS,,"- MODELO PROHIBIDO
- Vida
", - ,171 del 19/06/2014
POL311049,28/07/2011,CHILENA CONSOLIDADA DEGUROS DE VIDA S.A.,POLIZA DE SEGURO DE ACCIDENTES PERSONALES,,"- Accidentes Personales
- MODELO PROHIBIDO
", - ,171 del 19/06/2014
CAD311047,22/07/2011,SEGUROS VIDA SECURITY PREVISION S.A.,"CLAUSULA ADICIONAL PARA DETERMINAR EL MONTO AFECTO A REEMBOLSO, ADICIONAL A:  POLIZA DE SEGURO COLECTIVO PARA GASTOS DE SALUD, COD. POL 3 04 072. MODELO PROHIBIDO POR RESOLUCION N° 42 DE 17/02/2012.",,"- MODELO PROHIBIDO
- Salud
", - ,42 del 17/02/2012
POL211048,22/07/2011,BICE VIDA COMPAÑIA DE SEGUROS S.A.,PÓLIZA DE SEGURO INDIVIDUAL DE PRESTACIONES MÉDICAS,,"- MODELO PROHIBIDO
- Salud
", - ,171 del 19/06/2014
CAD211046,21/07/2011,SANTANDER SEGUROS DE VIDA S.A.,"CLAUSULA DE TRATAMIENTO MASTECTOMÍA TOTAL POR CARCINOMA IN SITU DEL PECHO, ADICIONAL A: POLIZA DE SEGURO ONCOLÓGICO, COD. POL 3 10 116.",,"- MODELO PROHIBIDO
- Salud
", - ,171 del 19/06/2014
CAD211045,20/07/2011,BICE VIDA COMPAÑIA DE SEGUROS S.A.,"CLAUSULA DE MUERTE ACCIDENTAL, ADICIONAL A: SEGURO COLECTIVO TEMPORAL DE VIDA CON DEVOLUCION DE PRIMAS, CODIGO POL 2 11 037.",,"- Accidentes Personales
- MODELO PROHIBIDO
- Vida
", - ,171 del 19/06/2014
CAD211041,12/07/2011,ITAU CHILE COMPAÑIA DE SEGUROS DE VIDA S.A.,"CLAUSULA DE ENFERMEDADES GRAVES, ADICIONAL A: SEGURO DE VIDA TEMPORAL RENOVABLE, COD. POL 2 09 109; POLIZA DE SEGURO DE CELULAS MADRE, COD. POL 3 11 062.",,"- MODELO PROHIBIDO
- Salud
", - ,171 del 19/06/2014
CAD211043,12/07/2011,BCI SEGUROS VIDA S.A.,"CLAUSULA DE PAGO ANTICIPADO DEL CAPITAL ASEGURADO EN CASO DE INVALIDEZ PERMANENTE DOS TERCIOS, ADICIONAL A: SEGURO DE DESGRAVAMEN  INDIVIDUAL, COD. POL 2 11 042.",,"- Accidentes Personales
- MODELO PROHIBIDO
- Salud
", - ,171 del 19/06/2014
CAD211044,12/07/2011,COMPAÑIA DE SEGUROS CORPVIDA S.A.,"CLAUSULA DE ENFERMEDADES GRAVES, ADICIONAL A: POLIZA DE ACCIDENTES PERSONALES INDIVIDUALES, COD. POL 3 02 086; POLIZA DE SEGURO DE CELULAS MADRE, COD. POL 3 11 062.",,"- MODELO PROHIBIDO
- Salud
", - ,171 del 19/06/2014
POL211042,12/07/2011,BCI SEGUROS VIDA S.A.,SEGURO DE DESGRAVAMEN INDIVIDUAL,,"- Desgravamen
- MODELO PROHIBIDO
", - ,171 del 19/06/2014
POL311040,07/07/2011,EUROAMERICA SEGUROS DE VIDA S.A.,SEGURO COLECTIVO COMPLEMENTARIO DE SALUD,,"- Accidentes Personales
- MODELO PROHIBIDO
- Salud
", - ,171 del 19/06/2014
CAD111038,30/06/2011,CHARTIS CHILE COMPAÑIA DE SEGUROS GENERALES S.A.,"CLAUSULA DE COMBUSTION ESPONTANEA, ADICIONAL A: COBERTURA DE INCENDIO DEL TÍTULO PRIMERO DE LA POLIZA DE SEGURO DE PROTECCION FAMILIAR, CODIGO POL 1 91 058.",,"- Incendio
- MODELO PROHIBIDO
", - ,171 del 19/06/2014
CAD111039,30/06/2011,CHARTIS CHILE COMPAÑIA DE SEGUROS GENERALES S.A.,"CLAUSULA DE PÉRDIDA DE ENTRADAS POR ARRIENDO, ADICIONAL A: COBERTURA DE INCENDIO DEL TÍTULO PRIMERO DE LA POLIZA DE SEGURO DE PROTECCION FAMILIAR, CODIGO POL 1 91 058.",,"- Incendio
- MODELO PROHIBIDO
", - ,171 del 19/06/2014
POL211037,29/06/2011,BICE VIDA COMPAÑIA DE SEGUROS S.A.,SEGURO COLECTIVO TEMPORAL DE VIDA CON DEVOLUCIÓN DE PRIMAS,,"- MODELO PROHIBIDO
- Vida
", - ,171 del 19/06/2014
CAD111031,28/06/2011,CHARTIS CHILE COMPAÑIA DE SEGUROS GENERALES S.A.,"CLAUSULA DE COLAPSO DE EDIFICIO, ADICIONAL A: COBERTURA DE INCENDIO DEL TÍTULO PRIMERO DE LA POLIZA DE SEGURO DE PROTECCION FAMILIAR, CODIGO POL 1 91 058.",,"- Incendio
- MODELO PROHIBIDO
", - ,171 del 19/06/2014
CAD111032,28/06/2011,CHARTIS CHILE COMPAÑIA DE SEGUROS GENERALES S.A.,"CLAUSULA DE COLAPSO DE EDIFICIO, ADICIONAL A: COBERTURA DE INCENDIO DEL TÍTULO PRIMERO DE LA POLIZA DE SEGURO DE PROTECCION FAMILIAR, CODIGO POL 1 91 058.",,"- Incendio
- MODELO PROHIBIDO
", - ,171 del 19/06/2014
CAD111033,28/06/2011,CHARTIS CHILE COMPAÑIA DE SEGUROS GENERALES S.A.,"CLAUSULA DE COLAPSO DE EDIFICIO, ADICIONAL A: COBERTURA DE INCENDIO DEL TÍTULO PRIMERO DE LA POLIZA DE SEGURO DE PROTECCION FAMILIAR, CODIGO POL 1 91 058.",,"- Incendio
- MODELO PROHIBIDO
", - ,171 del 19/06/2014
POL111035,28/06/2011,CHARTIS CHILE COMPAÑIA DE SEGUROS GENERALES S.A.,SEGURO DE RESPONSABILIDAD CIVIL DE DIRECTORES Y EJECUTIVOS,,"- MODELO PROHIBIDO
- Responsabilidad Civil
", - ,171 del 19/06/2014
POL111036,28/06/2011,CHARTIS CHILE COMPAÑIA DE SEGUROS GENERALES S.A.,SEGURO DE RESPONSABILIDAD CIVIL DE DIRECTORES Y EJECUTIVOS,,"- MODELO PROHIBIDO
- Responsabilidad Civil
", - ,171 del 19/06/2014
POL111034,28/06/2011,CHARTIS CHILE COMPAÑIA DE SEGUROS GENERALES S.A.,SEGURO DE RESPONSABILIDAD CIVIL DE DIRECTORES Y EJECUTIVOS,,"- MODELO PROHIBIDO
- Responsabilidad Civil
", - ,171 del 19/06/2014
CAD211027,20/06/2011,BICE VIDA COMPAÑÍA DE SEGUROS S.A.,"CLAUSULA DE ENFERMEDADES GRAVES, ADICIONAL A: POLIZA DE SEGURO DE VIDA INDIVIDUAL CON AHORRO, COD. POL 2 11 024; POLIZA DE SEGURO DE VIDA INDIVIDUAL CON CUENTA DE AHORRO BENEFICIO TRIBUTARIO 57 BIS, COD. POL 2 11 025.",,"- MODELO PROHIBIDO
- Salud
", - ,171 del 19/06/2014
CAD211028,20/06/2011,BICE VIDA COMPAÑÍA DE SEGUROS S.A.,"CLAUSULA DE INVALIDEZ TOTAL Y PERMANENTE DOS TERCIOS, ADICIONAL A: POLIZA DE SEGURO DE VIDA INDIVIDUAL CON AHORRO, COD. POL 2 11 024; POLIZA DE SEGURO DE VIDA INDIVIDUAL CON CUENTA DE AHORRO BENEFICIO TRIBUTARIO 57 BIS, CODIGO POL 2 11 025.",,"- Accidentes Personales
- MODELO PROHIBIDO
- Salud
", - ,171 del 19/06/2014
CAD211029,20/06/2011,BICE VIDA COMPAÑÍA DE SEGUROS S.A.,"CLAUSULA DE MUERTE ACCIDENTAL, ADICIONAL A: POLIZA DE SEGURO DE VIDA INDIVIDUAL CON CUENTA DE AHORRO BENEFICIO TRIBUTARIO 57 BIS, COD. POL 2 11 025.",,"- Accidentes Personales
- MODELO PROHIBIDO
- Vida
", - ,171 del 19/06/2014
CAD211030,20/06/2011,BICE VIDA COMPAÑÍA DE SEGUROS S.A.,"CLAUSULA BENEFICIO POR ACCIDENTE, ADICIONAL A: POLIZA DE SEGURO DE VIDA INDIVIDUAL CON AHORRO, COD. POL 2 11 024.",,"- Accidentes Personales
- MODELO PROHIBIDO
- Salud
", - ,171 del 19/06/2014
POL111026,17/06/2011,CHARTIS CHILE COMPAÑÍA DE SEGUROS GENERALES.S.A,SEGURO DE RESPONSABILIDAD CIVIL DE DIRECTORES Y EJECUTIVOS,,"- MODELO PROHIBIDO
- Responsabilidad Civil
", - ,171 del 19/06/2014
POL211024,07/06/2011,BICE VIDA COMPAÑÍA DE SEGUROS S.A.,POLIZA DE SEGURO DE VIDA INDIVIDUAL CON AHORRO,,"- MODELO PROHIBIDO
- Vida
", - ,171 del 19/06/2014
POL211025,07/06/2011,BICE VIDA COMPAÑIA DE SEGUROS S.A.,"POLIZA DE SEGURO DE VIDA INDIVIDUAL CON CUENTA DE AHORRO BENEFICIO TRIBUTARIO 57 BIS.
",,"- MODELO PROHIBIDO
- Vida
- Vida Flexible
", - ,171 del 19/06/2014
POL311023,03/06/2011,ACE SEGUROS S.A.,"PÓLIZA DE BENEFICIO POR ACCIDENTES, ENFERMEDAD  Y/O  OCURRENCIA DE CASOS FORTUITOS O FUERZA MAYOR QUE IMPIDAN, INHABILITEN O INCAPACITEN PARA REALIZAR DETERMINADAS ACTIVIDADES.",,"- Accidentes Personales
- MODELO PROHIBIDO
- Salud
", - ,171 del 19/06/2014
POL111022,25/05/2011,CHILENA CONSOLIDADA SEGUROS GENERALES S.A.,POLIZA DE SEGURO DE ROBO PARA VEHICULOS MOTORIZADOS,,"- MODELO PROHIBIDO
- Vehiculos Motorizados
", - ,171 del 19/06/2014
POL211019,06/05/2011,BICE VIDA COMPAÑÍA DE SEGUROS S.A.,POLIZA DE SEGURO DE VIDA INDIVIDUAL CON AHORRO.,,"- MODELO PROHIBIDO
- Vida
", - ,171 del 19/06/2014
POL211020,06/05/2011,BICE VIDA COMPAÑÍA DE SEGUROS S.A.,"POLIZA DE SEGURO DE VIDA INDIVIDUAL CON CUENTA DE AHORRO
 BENEFICIO TRIBUTARIO 57 BIS.",,"- MODELO PROHIBIDO
- Vida
", - ,171 del 19/06/2014
POL211021,06/05/2011,BBVA SEGUROS DE VIDA S.A.,SEGURO DE VIDA SIN VALORES GARANTIZADOS.,,"- MODELO PROHIBIDO
- Vida
", - ,171 del 19/06/2014
POL311018,03/05/2011,ACE SEGUROS S.A.,"POLIZA DE ACCIDENTES PERSONALES PARA PASAJEROS DE TRANSPORTE PÚBLICO TERRESTRE, AÉREO O ACUATICO.
",,"- Accidentes Personales
- MODELO PROHIBIDO
", - ,171 del 19/06/2014
CAD311017,14/04/2011,METLIFE CHILE SEGUROS DE VIDA S.A.,"EXONERACIÓN DE PAGO DE PRIMAS POR FALLECIMIENTO DEL ASEGURADO TITULAR, ADICIONAL A: SEGURO COLECTIVO COMPLEMENTARIO DE SALUD, POL 3 10 081.",,"- MODELO PROHIBIDO
- Vida
", - ,171 del 19/06/2014
POL311016,12/04/2011,CHILENA CONSOLIDADA SEGUROS DE VIDA S.A.,SEGURO ONCOLOGICO. MODELO PROHIBIDO POR RESOLUCION N° 44 DE 17/02/2012.,,"- MODELO PROHIBIDO
- Salud
", - ,44 del 17/02/2012
POL311015,21/03/2011,COMPAÑIA DE SEGUROS DE VIDA CARDIF S.A.,"POLIZA DE INDEMNIZACION POR HOSPITALIZACION CONVENCIONAL POR ENFERMEDAD Y/O ACCIDENTE, INDEMNIZACION POR HOSPITALIZACION EN UNA UNIDAD DE CUIDADOS INTENSIVOS O UNIDAD DE TRATAMIENTOS INTENSIVOS Y DE INDEMNIZACION POR HOSPITALIZACION EN UN ESTABLECIMIENTO FUERA DEL PAIS DE RESIDENCIA DEL ASEGURADO.",,"- Accidentes Personales
- MODELO PROHIBIDO
- Salud
", - ,171 del 19/06/2014
CAD211014,14/03/2011,COMPAÑIA DE SEGUROS CORPVIDA S.A.,"CLAUSULA DE COBERTURA DENTAL, ADICIONAL A: SEGURO COLECTIVO TEMPORAL DE VIDA, COD. POL 2 92 098; SEGURO COLECTIVO COMPLEMENTARIO DE SALUD, COD. POL 3 09 212.",,"- MODELO PROHIBIDO
- Salud
", - ,171 del 19/06/2014
POL311013,Res. -- del 22/02/2011,CHILENA CONSOLIDADA,"SEGURO ONCOLOGICO, COD. POL311013. MODELO PROHIBIDO POR RESOLUCION N° 44 DE 17/02/2012.",,"- MODELO PROHIBIDO
- Salud
", - ,44 del 17/02/2012
POL311012,18/02/2011,COMPAÑÍA DE SEGUROS DE VIDA CRUZ DEL SUR S.A.,"CONDICIONES ACCIDENTES PERSONALES
",,"- Accidentes Personales
- MODELO PROHIBIDO
", - ,171 del 19/06/2014
CAD211011,17/02/2011,BICE VIDA COMPAÑIA DE SEGUROS S.A.,"CLAUSULA BENEFICIO DE GASTOS MEDICOS POR ACCIDENTE, ADICIONAL A: SEGURO DE GASTOS MEDICOS MAYORES, COD. POL 3 11 006.",,"- Accidentes Personales
- MODELO PROHIBIDO
", - ,171 del 19/06/2014
POL111010,12/02/2011,ACE SEGUROS S.A.,POLIZA DE SEGURO  PARA GASTOS DE REPARACIÓN Y DEFENSA LEGAL EN CASOS DE POLUCIÓN Y/O CONTAMINACION.,,"- MODELO PROHIBIDO
- Responsabilidad Civil
", - ,171 del 19/06/2014
POL111009,31/01/2011,COMPAÑIA DE SEGUROS GENERALES CONSORCIO NACIONAL DE SEGUROS S.A.,SEGURO COLECTIVO DE PROTECCION DE BIENES DE USO DOMESTICO.,,"- MODELO PROHIBIDO
- Robo
- Varios Seg. Generales
", - ,171 del 19/06/2014
CAD111008,19/01/2011,ACE SEGUROS S.A.,"CLAUSULA ADICIONAL DE RESPONSABILIDAD CIVIL POR EJECUCIÓN DE ENSAYOS CLINICOS  QUE UTILIZAN PRODUCTOS FARMACEUTICOS EN SERES HUMANOS. ADICIONAL  A: POLIZA DE RESPONSABILIDAD CIVIL, COD. POL 1 91 086.",,"- MODELO PROHIBIDO
- Responsabilidad Civil
", - ,171 del 19/06/2014
CAD311007,18/01/2011,CHARTIS CHILE COMPAÑIA DE SEGUROS GENERALES S.A.,"CLAUSULA ADICIONAL BENEFICIO DE CANCER DE MAMA, ADICIONAL A: SEGURO DE ACCIDENTES PERSONALES, COD. POL 1 92 026. MODELO PROHIBIDO POR RESOLUCION N°46 DE 24/02/2012.",,"- MODELO PROHIBIDO
- Salud
", - ,46 del 24/02/2012
POL311006,18/01/2011,ING SEGUROS DE VIDA S.A.,SEGURO DE GASTOS MEDICOS MAYORES. MODELO PROHIBIDO POR RESOLUCION N°47 DE 24/02/2012.,,"- MODELO PROHIBIDO
- Salud
", - ,47 del 24/02/2012
CAD211004,17/01/2011,CHILENA CONSOLIDADA SEGUROS DE VIDA S.A.,"CLAUSULA DE ANTICIPO DE CAPITAL POR ENFERMEDADES GRAVES, ADICIONAL A:  SEGURO COLECTIVO TEMPORAL DE VIDA, COD. POL 2 10 177. MODELO PROHIBIDO POR RESOLUCION N°50 DE 24/02/2012.",,"- MODELO PROHIBIDO
- Salud
", - ,50 del 24/02/2012
CAD311005,17/01/2011,CHILENA CONSOLIDADA SEGUROS DE VIDA S.A.,"CLAUSULA ADICIONAL ONCOLOGICA, ADICIONAL A: SEGURO COLECTIVO TEMPORAL DE VIDA, COD. POL 2 10 177. MODELO PROHIBIDO POR RESOLUCION N° 44 DE 17/02/2012.",,"- MODELO PROHIBIDO
- Salud
", - ,44 del 17/02/2012
POL111003,13/01/2011,MAPFRE COMPAÑIA DE SEGUROS GENERALES DE CHILE S.A.,POLIZA DE EXTENSIÓN DE GARANTIA PARA VEHÍCULOS NUEVOS.,,"- Garantías y Fidelidad
- MODELO PROHIBIDO
- Vehiculos Motorizados
", - ,171 del 19/06/2014
POL211002,06/01/2011,SEGUROS VIDA SECURITY PREVISION S.A.,POLIZA DE  SEGURO COLECTIVO DE VIDA. MODELO PROHIBIDO POR RESOLUCION N°342 DE 31/08/2012.,,"- MODELO PROHIBIDO
- Vida
", - ,342 del 31/08/2012
CAD311001,03/01/2011,CHARTIS CHILE COMPAÑIA DE SEGUROS GENERALES S.A.,"CLAUSULA DE MUERTE ACCIDENTAL, INCAPACIDAD TEMPORAL Y PERMANENTE Y DESMEMBRAMIENTO ADICIONAL A: POLIZA DE SEGURO EN VIAJE, COD. POL 1 10 176.",,"- Accidentes Personales
- MODELO PROHIBIDO
- Vida
", - ,171 del 19/06/2014
POL110180,28/12/2010,SANTANDER SEGUROS GENERALES S.A.,POLIZA DE SEGURO MULTIRRIESGOS CONTENIDO Y EDIFICIO.,,"- Incendio
- MODELO PROHIBIDO
- Multirriesgo
- Responsabilidad Civil
- Robo
", - ,171 del 19/06/2014
POL110179,22/12/2010,ACE SEGUROS S.A.,"PÓLIZA DE SEGURO DE PROTECCION PATRIMONIAL POR EXTRAVÍO, ROBO O HURTO DE CÉDULA DE IDENTIDAD.",,"- MODELO PROHIBIDO
- Robo
- Varios Seg. Generales
", - ,171 del 19/06/2014
POL110176,14/12/2010,CHARTIS CHILE COMPAÑIA DE SEGUROS GENERALES S.A.,PÓLIZA DE SEGURO EN VIAJE,,"- Asistencia Generales
- MODELO PROHIBIDO
", - ,171 del 19/06/2014
POL210177,14/12/2010,CHILENA CONSOLIDADA SEGUROS DE VIDA S.A.,SEGURO COLECTIVO TEMPORAL DE VIDA,,"- MODELO PROHIBIDO
- Vida
", - ,171 del 19/06/2014
POL310178,14/12/2010,CHILENA CONSOLIDADA SEGUROS DE VIDA S.A.,SEGURO COLECTIVO COMPLEMENTARIO DE SALUD. MODELO PROHIBIDO POR RESOLUCION N°49 DE 24/02/2012.,,"- Accidentes Personales
- MODELO PROHIBIDO
- Salud
", - ,49 del 24/02/2012
CAD310175,09/12/2010,LA INTERAMERICANA COMPAÑIA DE SEGUROS DE VIDA S.A.,"CLÁUSULA DE COBERTURA DENTAL, ADICIONAL A: POLIZA DE SEGURO COLECTIVO TEMPORAL DE VIDA CON AHORRO, COD. POL 2 09 217, POLIZA DE SEGURO COLECTIVO  PARA GASTOS DE SALUD, COD. POL 3 10 056.",,"- Accidentes Personales
- MODELO PROHIBIDO
- Salud
", - ,171 del 19/06/2014
POL210174,29/11/2010,BICE VIDA COMPAÑÍA DE SEGUROS S.A.,SEGURO COLECTIVO DE VIDA,,"- MODELO PROHIBIDO
- Vida
", - ,171 del 19/06/2014
POL110173,23/11/2010,CHARTIS CHILE COMPAÑÍA DE SEGUROS GENERALES S.A.,POLIZA EDUCACION PROTEGIDA,,"- Accidentes Personales
- MODELO PROHIBIDO
- Robo
", - ,171 del 19/06/2014
POL210172,23/11/2010,LA INTERAMERICANA COMPAÑIA DE SEGUROS DE VIDA S.A.,PÓLIZA ONCOLÓGICA .,,"- MODELO PROHIBIDO
- Salud
", - ,171 del 19/06/2014
CAD210171,17/11/2010,COMPAÑIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS S.A.,"CLAUSULA BENEFICIO POR MUERTE ACCIDENTAL, ADICIONAL A: SEGURO DE ASISTENCIA A PERSONAS EN VIAJE, COD. CAD 2 10 171.",,"- Accidentes Personales
- Asistencia Vida
- MODELO PROHIBIDO
- Vida
", - ,171 del 19/06/2014
POL210170,17/11/2010,COMPAÑIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS S.A.,SEGURO DE ASISTENCIA A PERSONAS EN VIAJE,,"- Asistencia Vida
- MODELO PROHIBIDO
", - ,171 del 19/06/2014
POL210168,15/11/2010,ING SEGUROS DE VIDA S.A,SEGURO DE VIDA INDIVIDUAL CON AHORRO,,"- MODELO PROHIBIDO
- Vida
- Vida Flexible
", - ,171 del 19/06/2014
POL210169,15/11/2010,ING SEGUROS DE VIDA S.A,SEGURO DE VIDA INDIVIDUAL CON AHORRO 57 BIS,,"- MODELO PROHIBIDO
- Vida
- Vida Flexible
", - ,171 del 19/06/2014
CAD210166,09/11/2010,EUROAMERICA SEGUROS DE VIDA S.A.,"CLAUSULA ADICIONAL DE DERECHO DE CONVERSION, ADICIONAL A: SEGURO COLECTIVO DE VIDA, COD. POL 2 10 165",,"- MODELO PROHIBIDO
- Vida
", - ,171 del 19/06/2014
POL110167,09/11/2010,ORION SEGUROS GENERALES S.A.,SEGURO DE RESPONSABILIDAD CIVIL PROFESIONAL,,"- MODELO PROHIBIDO
- Responsabilidad Civil
", - ,171 del 19/06/2014
POL210165,22/10/2010,EUROAMERICA SEGRUROS DE VIDA S.A.,SEGURO COLECTIVO DE VIDA,,"- MODELO PROHIBIDO
- Vida
", - ,171 del 19/06/2014
CAD110162,21/10/2010,ACE SEGUROS S.A.,"CLAUSULA DE INDEMNIZACION DIARIA POR HOSPITALIZACION A CAUSA DE ACCIDENTE, ADICIONAL A: SEGURO DE ACCIDENTES PERSONALES, COD. POL 1 92 026.",,"- Accidentes Personales
- MODELO PROHIBIDO
", - ,171 del 19/06/2014
POL110163,Res.  _ del 21/10/2010,COMPAÑIA DE SEGUROS GENERALES PENTA SECURITY S.A,POLIZA DE SEGURO DE ASISTENCIA A VEHICULOS,,"- Asistencia Generales
- MODELO PROHIBIDO
", - ,171 del 19/06/2014
POL310161,18/10/2010,ACE SEGUROS S.A.,"SEGURO DE DIAGNOSTICO, HOSPITALIZACION Y CONVALECENCIA POR ENFERMEDAD.",,"- MODELO PROHIBIDO
- Salud
", - ,171 del 19/06/2014
CAD210160,12/10/2010,CHILENA CONSOLIDADA S.A.,"CLAUSULA DE MUERTE ACCIDENTAL, ADICIONAL A: SEGURO PREVISIONAL SEGURO DE VIDA INDIVIDUAL PARA AHORRO PREVISIONAL VOLUNTARIO, COD. POL 2 09 068. AUTORIZADA POR RES. 582 DE 07/10/2010 COMO PLAN APV.",,"- Accidentes Personales
- Ahorro Previ Voluntario (APV)
- MODELO PROHIBIDO
- Vida
", - , - 
POL110159,30/09/2010,ACE SEGUROS S.A,SEGURO DE RESPONSABILIDAD CIVIL PROFESIONAL PARA ARQUITECTOS E INGENIEROS.,,"- MODELO PROHIBIDO
- Responsabilidad Civil
", - ,171 del 19/06/2014
